model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at,base_lr,max_lr,cycle_size,model_kwargs.freeze_layer_count,pretrained_weight_path,empty
esm-t33-pretrained,3,0.5832,0.6001,0.4429,0.8158,0.9174,0.833,-3.4,13,2024-09-27 02:55:54,0.0001,0.003,10.0,30.0,empty,
esm-t33-pretrained,3,0.4983,0.5275,0.4571,0.6038,0.8208,0.8374,-3.8,14,2024-09-27 02:56:07,0.0001,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5092,0.5189,0.3571,0.7812,0.8236,0.897,-4.6,15,2024-09-27 02:56:19,0.0001,0.003,10.0,31.0,empty,
esm-t33-pretrained,3,0.4869,0.5265,0.3857,0.675,0.8418,0.8819,-1.8,16,2024-09-27 02:56:31,0.0001,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5714,0.5883,0.4857,0.7234,0.8877,0.8682,-4.2,17,2024-09-27 02:56:43,0.0001,0.003,10.0,32.0,empty,
esm-t33-pretrained,3,0.5227,0.553,0.4429,0.6739,0.8573,0.8937,-0.6,18,2024-09-27 02:56:50,0.0001,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5993,0.5895,0.4286,0.8824,0.9064,0.9022,-1.4,19,2024-09-27 02:56:57,0.0001,0.005,4.0,30.0,empty,
esm-t33-pretrained,3,0.5313,0.5514,0.3714,0.8125,0.8485,0.831,0.0,20,2024-09-27 02:57:04,0.0001,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.592,0.5516,0.4429,0.8378,0.7893,0.9048,-1.4,21,2024-09-27 02:57:11,0.0001,0.005,4.0,31.0,empty,
esm-t33-pretrained,3,0.5606,0.5118,0.3571,0.9259,0.8383,0.8762,-0.6,22,2024-09-27 02:57:18,0.0001,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6149,0.6136,0.4714,0.8462,0.8563,0.824,-0.6,23,2024-09-27 02:57:24,0.0001,0.005,4.0,32.0,empty,
esm-t33-pretrained,3,0.5819,0.5972,0.4714,0.7674,0.8968,0.897,-0.6,24,2024-09-27 02:57:34,0.0001,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6149,0.6155,0.4714,0.8462,0.8669,0.865,0.8,25,2024-09-27 02:57:42,0.0001,0.005,6.0,30.0,empty,
esm-t33-pretrained,3,0.4799,0.5484,0.3857,0.6585,0.839,0.7766,-1.6,26,2024-09-27 02:57:51,0.0001,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5756,0.5934,0.4,0.875,0.8879,0.8154,-0.8,27,2024-09-27 02:58:00,0.0001,0.005,6.0,31.0,empty,
esm-t33-pretrained,3,0.495,0.5304,0.2857,0.9091,0.8591,0.8822,0.6,28,2024-09-27 02:58:09,0.0001,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6221,0.6115,0.4571,0.8889,0.8898,0.8207,-0.8,29,2024-09-27 02:58:17,0.0001,0.005,6.0,32.0,empty,
esm-t33-pretrained,3,0.4839,0.5469,0.4714,0.5593,0.8752,0.7904,-5.0,30,2024-09-27 02:58:30,0.0001,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.3411,0.5926,0.7143,0.2315,0.8989,0.8258,-4.0,31,2024-09-27 02:58:43,0.0001,0.005,10.0,30.0,empty,
esm-t33-pretrained,3,0.4857,0.5617,0.4286,0.6122,0.8194,0.824,-2.8,32,2024-09-27 02:58:56,0.0001,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4992,0.5249,0.4714,0.5893,0.7984,0.8409,-5.0,33,2024-09-27 02:59:08,0.0001,0.005,10.0,31.0,empty,
esm-t33-pretrained,3,0.4735,0.5122,0.3286,0.7419,0.8362,0.8626,-1.8,34,2024-09-27 02:59:20,0.0001,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5635,0.6254,0.3857,0.871,0.8824,0.7878,-0.8,35,2024-09-27 02:59:32,0.0001,0.005,10.0,32.0,empty,
esm-t33-pretrained,3,0.5394,0.5474,0.5286,0.6066,0.8579,0.8522,-2.2,36,2024-09-27 02:59:39,0.0001,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6313,0.584,0.5143,0.8182,0.8935,0.8988,-2.6,37,2024-09-27 02:59:46,0.0001,0.007,4.0,30.0,empty,
esm-t33-pretrained,3,0.5267,0.539,0.4143,0.725,0.8411,0.9083,-0.6,38,2024-09-27 02:59:53,0.0001,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.597,0.582,0.5,0.7609,0.8027,0.8988,-2.8,39,2024-09-27 03:00:00,0.0001,0.007,4.0,31.0,empty,
esm-t33-pretrained,3,0.5493,0.5414,0.3571,0.8929,0.8683,0.8665,-0.4,40,2024-09-27 03:00:07,0.0001,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.5958,0.4286,0.8571,0.8084,0.8682,-0.6,41,2024-09-27 03:00:13,0.0001,0.007,4.0,32.0,empty,
esm-t33-pretrained,3,0.6035,0.5741,0.4571,0.8421,0.8577,0.8723,-2.0,42,2024-09-27 03:00:23,0.0001,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5948,0.6064,0.4571,0.8205,0.9094,0.848,-1.4,43,2024-09-27 03:00:31,0.0001,0.007,6.0,30.0,empty,
esm-t33-pretrained,3,0.5385,0.5538,0.3571,0.8621,0.8449,0.7413,-0.4,44,2024-09-27 03:00:41,0.0001,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5933,0.6034,0.4857,0.7727,0.8623,0.8048,-2.0,45,2024-09-27 03:00:49,0.0001,0.007,6.0,31.0,empty,
esm-t33-pretrained,3,0.4944,0.525,0.2714,0.95,0.8282,0.8912,0.8,46,2024-09-27 03:00:58,0.0001,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4827,0.5668,0.2857,0.8696,0.8863,0.7736,-0.4,47,2024-09-27 03:01:06,0.0001,0.007,6.0,32.0,empty,
esm-t33-pretrained,3,0.5056,0.5197,0.4857,0.5862,0.8412,0.7971,-2.4,48,2024-09-27 03:01:20,0.0001,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6174,0.5624,0.4857,0.8293,0.8513,0.8723,-1.0,49,2024-09-27 03:01:32,0.0001,0.007,10.0,30.0,empty,
esm-t33-pretrained,3,0.5413,0.5562,0.4571,0.6957,0.8298,0.848,-3.6,50,2024-09-27 03:01:45,0.0001,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6149,0.6031,0.4714,0.8462,0.9084,0.9022,-1.4,51,2024-09-27 03:01:57,0.0001,0.007,10.0,31.0,empty,
esm-t33-pretrained,3,0.4859,0.5039,0.4,0.6512,0.8136,0.8072,-3.2,52,2024-09-27 03:02:10,0.0001,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5594,0.5958,0.4143,0.8056,0.8894,0.8381,-3.6,53,2024-09-27 03:02:21,0.0001,0.007,10.0,32.0,empty,
esm-t33-pretrained,3,0.5085,0.5541,0.5143,0.5625,0.8839,0.8522,-1.2,54,2024-09-27 03:02:29,0.0001,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5161,0.5719,0.4857,0.6071,0.8805,0.8114,-2.6,55,2024-09-27 03:02:35,0.0001,0.01,4.0,30.0,empty,
esm-t33-pretrained,3,0.5832,0.5832,0.4429,0.8158,0.8472,0.9048,0.2,56,2024-09-27 03:02:43,0.0001,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5446,0.6111,0.5286,0.6167,0.886,0.8987,-4.6,57,2024-09-27 03:02:49,0.0001,0.01,4.0,31.0,empty,
esm-t33-pretrained,3,0.5185,0.5211,0.3571,0.8065,0.8486,0.865,-0.8,58,2024-09-27 03:02:56,0.0001,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5424,0.4832,0.4143,0.7632,0.7216,0.8746,-0.4,59,2024-09-27 03:03:03,0.0001,0.01,4.0,32.0,empty,
esm-t33-pretrained,3,0.6035,0.5584,0.4571,0.8421,0.8421,0.8308,-1.4,60,2024-09-27 03:03:12,0.0001,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.488,0.5985,0.5,0.5385,0.8942,0.8552,-1.2,61,2024-09-27 03:03:21,0.0001,0.01,6.0,30.0,empty,
esm-t33-pretrained,3,0.5435,0.5774,0.4429,0.7209,0.859,0.8552,0.6,62,2024-09-27 03:03:30,0.0001,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5617,0.587,0.3714,0.8966,0.8788,0.8843,0.6,63,2024-09-27 03:03:38,0.0001,0.01,6.0,31.0,empty,
esm-t33-pretrained,3,0.5125,0.4989,0.3286,0.8519,0.7567,0.8429,0.0,64,2024-09-27 03:03:47,0.0001,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5175,0.592,0.3857,0.75,0.9028,0.8039,-1.0,65,2024-09-27 03:03:55,0.0001,0.01,6.0,32.0,empty,
esm-t33-pretrained,3,0.5472,0.5684,0.4,0.8,0.8752,0.7238,-1.0,66,2024-09-27 03:04:08,0.0001,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5863,0.6115,0.4571,0.8,0.8748,0.8825,-0.6,67,2024-09-27 03:04:21,0.0001,0.01,10.0,30.0,empty,
esm-t33-pretrained,3,0.5782,0.5458,0.4571,0.7805,0.7921,0.8454,-0.6,68,2024-09-27 03:04:34,0.0001,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6126,0.6382,0.4571,0.8649,0.9102,0.811,-0.8,69,2024-09-27 03:04:46,0.0001,0.01,10.0,31.0,empty,
esm-t33-pretrained,3,0.5106,0.4924,0.4286,0.6667,0.8217,0.824,-2.6,70,2024-09-27 03:04:58,0.0001,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.592,0.6057,0.4429,0.8378,0.894,0.7979,-1.4,71,2024-09-27 03:05:10,0.0001,0.01,10.0,32.0,empty,
esm-t33-pretrained,3,0.5599,0.5852,0.4714,0.7174,0.8396,0.8988,0.2,72,2024-09-27 03:05:17,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5095,0.5561,0.3857,0.7297,0.8402,0.8269,-0.2,74,2024-09-27 03:05:31,0.0003,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5933,0.5757,0.4857,0.7727,0.8542,0.9218,-1.0,75,2024-09-27 03:05:38,0.0003,0.003,4.0,31.0,empty,
esm-t33-pretrained,3,0.5221,0.4933,0.3714,0.7879,0.8173,0.8701,-1.0,76,2024-09-27 03:05:45,0.0003,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5863,0.6224,0.4571,0.8,0.8925,0.8701,-0.8,77,2024-09-27 03:05:51,0.0003,0.003,4.0,32.0,empty,
esm-t33-pretrained,3,0.5435,0.529,0.4429,0.7209,0.8335,0.8506,-1.6,78,2024-09-27 03:06:01,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5281,0.5395,0.4571,0.6667,0.8396,0.8552,-1.0,80,2024-09-27 03:06:19,0.0003,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5832,0.5961,0.4429,0.8158,0.9045,0.7971,-1.6,81,2024-09-27 03:06:27,0.0003,0.003,6.0,31.0,empty,
esm-t33-pretrained,3,0.4538,0.4834,0.3714,0.619,0.857,0.821,-1.8,82,2024-09-27 03:06:36,0.0003,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.5889,0.4286,0.8571,0.8777,0.7772,-1.6,83,2024-09-27 03:06:44,0.0003,0.003,6.0,32.0,empty,
esm-t33-pretrained,3,0.4978,0.5329,0.4429,0.62,0.8494,0.7971,-4.0,84,2024-09-27 03:06:57,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4723,0.4888,0.4571,0.5517,0.8269,0.8106,-4.6,86,2024-09-27 03:07:23,0.0003,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4165,0.5724,0.5,0.4167,0.8539,0.9176,-4.2,87,2024-09-27 03:07:35,0.0003,0.003,10.0,31.0,empty,
esm-t33-pretrained,3,0.5048,0.5191,0.3714,0.7429,0.8384,0.9116,-0.6,88,2024-09-27 03:07:49,0.0003,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4197,0.5654,0.5286,0.4022,0.885,0.7772,-5.0,89,2024-09-27 03:08:00,0.0003,0.003,10.0,32.0,empty,
esm-t33-pretrained,3,0.5785,0.5863,0.4857,0.7391,0.8721,0.8506,-0.8,90,2024-09-27 03:08:08,0.0003,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6082,0.5965,0.5143,0.766,0.8468,0.8664,-0.6,91,2024-09-27 03:08:14,0.0003,0.005,4.0,30.0,empty,
esm-t33-pretrained,3,0.5463,0.5561,0.4714,0.6875,0.8452,0.8937,-0.6,92,2024-09-27 03:08:22,0.0003,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5803,0.5719,0.4286,0.8333,0.8095,0.8961,-0.4,93,2024-09-27 03:08:28,0.0003,0.005,4.0,31.0,empty,
esm-t33-pretrained,3,0.5385,0.5081,0.3571,0.8621,0.8435,0.8939,-0.8,94,2024-09-27 03:08:35,0.0003,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5978,0.6239,0.4714,0.8049,0.8677,0.8987,-1.0,95,2024-09-27 03:08:42,0.0003,0.005,4.0,32.0,empty,
esm-t33-pretrained,3,0.5778,0.582,0.4143,0.8529,0.8704,0.8665,0.8,96,2024-09-27 03:08:51,0.0003,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5082,0.5691,0.2857,0.9524,0.8824,0.7507,-4.6,97,2024-09-27 03:09:00,0.0003,0.005,6.0,30.0,empty,
esm-t33-pretrained,3,0.512,0.5673,0.4143,0.6905,0.8459,0.7977,-1.8,98,2024-09-27 03:09:12,0.0003,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6062,0.6076,0.4714,0.825,0.8853,0.8454,-1.0,99,2024-09-27 03:09:21,0.0003,0.005,6.0,31.0,empty,
esm-t33-pretrained,3,0.495,0.5036,0.2857,0.9091,0.8458,0.8747,0.6,100,2024-09-27 03:09:30,0.0003,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.5728,0.4286,0.8571,0.8559,0.8186,-1.2,101,2024-09-27 03:09:38,0.0003,0.005,6.0,32.0,empty,
esm-t33-pretrained,3,0.496,0.5466,0.3429,0.7742,0.8573,0.8468,-3.6,102,2024-09-27 03:09:51,0.0003,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4864,0.5336,0.4429,0.5962,0.8833,0.8106,0.4,103,2024-09-27 03:10:03,0.0003,0.005,10.0,30.0,empty,
esm-t33-pretrained,3,0.539,0.5523,0.4857,0.6538,0.8339,0.7875,-4.8,104,2024-09-27 03:10:16,0.0003,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5558,0.5978,0.5143,0.6545,0.883,0.8638,-1.8,105,2024-09-27 03:10:28,0.0003,0.005,10.0,31.0,empty,
esm-t33-pretrained,3,0.4264,0.4754,0.3857,0.54,0.8402,0.7979,-4.2,106,2024-09-27 03:10:41,0.0003,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.621,0.4286,0.8571,0.8876,0.79,-1.6,107,2024-09-27 03:10:52,0.0003,0.005,10.0,32.0,empty,
esm-t33-pretrained,3,0.6085,0.6109,0.4143,0.9355,0.8695,0.947,0.8,108,2024-09-27 03:11:00,0.0003,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6035,0.5961,0.4571,0.8421,0.902,0.8604,0.2,109,2024-09-27 03:11:06,0.0003,0.007,4.0,30.0,empty,
esm-t33-pretrained,3,0.5703,0.5657,0.4571,0.7619,0.8313,0.8819,-0.4,110,2024-09-27 03:11:13,0.0003,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5897,0.5936,0.4714,0.7857,0.8922,0.8649,-2.0,111,2024-09-27 03:11:20,0.0003,0.007,4.0,31.0,empty,
esm-t33-pretrained,3,0.5103,0.5231,0.3143,0.88,0.8471,0.8638,-0.8,112,2024-09-27 03:11:27,0.0003,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.579,0.4286,0.8571,0.7963,0.8665,-0.8,113,2024-09-27 03:11:33,0.0003,0.007,4.0,32.0,empty,
esm-t33-pretrained,3,0.5897,0.5765,0.4714,0.7857,0.867,0.8866,-1.0,114,2024-09-27 03:11:43,0.0003,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5993,0.5325,0.4286,0.8824,0.8349,0.8953,0.4,115,2024-09-27 03:11:51,0.0003,0.007,6.0,30.0,empty,
esm-t33-pretrained,3,0.5106,0.5547,0.4286,0.6667,0.8353,0.8454,-1.6,116,2024-09-27 03:12:00,0.0003,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5778,0.5806,0.4143,0.8529,0.8735,0.848,-0.2,117,2024-09-27 03:12:09,0.0003,0.007,6.0,31.0,empty,
esm-t33-pretrained,3,0.5185,0.5035,0.3571,0.8065,0.8294,0.8798,-1.2,118,2024-09-27 03:12:17,0.0003,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.2847,0.4525,0.6857,0.1905,0.7779,0.7561,-1.4,119,2024-09-27 03:12:26,0.0003,0.007,6.0,32.0,empty,
esm-t33-pretrained,3,0.5331,0.546,0.5,0.625,0.7481,0.8041,-5.0,120,2024-09-27 03:12:39,0.0003,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5344,0.5391,0.4143,0.7436,0.8723,0.7982,1.0,121,2024-09-27 03:12:51,0.0003,0.007,10.0,30.0,empty,
esm-t33-pretrained,3,0.5353,0.5803,0.5429,0.5846,0.831,0.821,-3.0,122,2024-09-27 03:13:04,0.0003,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.2571,0.5573,0.9429,0.1317,0.8971,0.7702,-4.6,123,2024-09-27 03:13:16,0.0003,0.007,10.0,31.0,empty,
esm-t33-pretrained,3,0.4855,0.4799,0.4143,0.6304,0.84,0.8649,-5.0,124,2024-09-27 03:13:29,0.0003,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6123,0.625,0.5,0.7955,0.9006,0.8192,-4.2,125,2024-09-27 03:13:40,0.0003,0.007,10.0,32.0,empty,
esm-t33-pretrained,3,0.5803,0.5699,0.4286,0.8333,0.8635,0.8778,-1.0,126,2024-09-27 03:13:48,0.0003,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5215,0.4783,0.4714,0.6346,0.7338,0.7753,-1.0,127,2024-09-27 03:13:54,0.0003,0.01,4.0,30.0,empty,
esm-t33-pretrained,3,0.567,0.5623,0.4714,0.7333,0.8391,0.8192,0.2,128,2024-09-27 03:14:02,0.0003,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6208,0.5537,0.4429,0.9118,0.7701,0.8939,0.4,129,2024-09-27 03:14:08,0.0003,0.01,4.0,31.0,empty,
esm-t33-pretrained,3,0.5088,0.5174,0.3,0.913,0.8223,0.8717,-0.2,130,2024-09-27 03:14:16,0.0003,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5617,0.5342,0.3714,0.8966,0.7651,0.8349,-1.2,131,2024-09-27 03:14:22,0.0003,0.01,4.0,32.0,empty,
esm-t33-pretrained,3,0.5635,0.5731,0.3857,0.871,0.8666,0.8682,-0.4,132,2024-09-27 03:14:34,0.0003,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5759,0.6003,0.5,0.7143,0.8713,0.8272,0.2,133,2024-09-27 03:14:42,0.0003,0.01,6.0,30.0,empty,
esm-t33-pretrained,3,0.5743,0.574,0.4714,0.75,0.8223,0.8305,-1.4,134,2024-09-27 03:14:52,0.0003,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5896,0.6088,0.4286,0.8571,0.8761,0.8454,-0.2,135,2024-09-27 03:15:00,0.0003,0.01,6.0,31.0,empty,
esm-t33-pretrained,3,0.5348,0.4951,0.3143,0.9565,0.7743,0.8431,0.6,136,2024-09-27 03:15:10,0.0003,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.502,0.5278,0.3286,0.8214,0.8215,0.8341,-0.2,137,2024-09-27 03:15:18,0.0003,0.01,6.0,32.0,empty,
esm-t33-pretrained,3,0.389,0.4243,0.3857,0.4655,0.8427,0.7395,-1.4,138,2024-09-27 03:15:31,0.0003,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.567,0.5536,0.4714,0.7333,0.8639,0.865,-1.2,139,2024-09-27 03:15:44,0.0003,0.01,10.0,30.0,empty,
esm-t33-pretrained,3,0.5149,0.5637,0.5286,0.5606,0.84,0.8133,-2.8,140,2024-09-27 03:15:57,0.0003,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.1894,0.4506,0.8429,0.1107,0.8363,0.791,-4.4,141,2024-09-27 03:16:12,0.0003,0.01,10.0,31.0,empty,
esm-t33-pretrained,3,0.3829,0.4451,0.2143,0.75,0.8375,0.8425,0.4,142,2024-09-27 03:16:25,0.0003,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5095,0.505,0.3857,0.7297,0.8652,0.7876,-3.0,143,2024-09-27 03:16:37,0.0003,0.01,10.0,32.0,empty,
esm-t33-pretrained,4,0.5703,0.5902,0.4571,0.7619,0.8393,0.63,-0.2,0,2024-09-27 03:16:45,0.0001,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6012,0.597,0.4429,0.8611,0.8429,0.6225,-0.6,1,2024-09-27 03:16:51,0.0001,0.003,4.0,30.0,empty,
esm-t33-pretrained,4,0.5161,0.5812,0.4857,0.6071,0.8221,0.6299,-1.8,2,2024-09-27 03:16:59,0.0001,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6126,0.5992,0.4571,0.8649,0.8586,0.6539,0.8,3,2024-09-27 03:17:06,0.0001,0.003,4.0,31.0,empty,
esm-t33-pretrained,4,0.5439,0.5222,0.3857,0.8182,0.7894,0.6142,-1.0,4,2024-09-27 03:17:13,0.0001,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.5896,0.6029,0.4286,0.8571,0.8816,0.631,0.0,5,2024-09-27 03:17:20,0.0001,0.003,4.0,32.0,empty,
esm-t33-pretrained,4,0.5451,0.5862,0.4857,0.6667,0.8354,0.6457,-1.4,6,2024-09-27 03:17:29,0.0001,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6156,0.6085,0.5143,0.7826,0.8693,0.5995,-1.2,7,2024-09-27 03:17:38,0.0001,0.003,6.0,30.0,empty,
esm-t33-pretrained,4,0.586,0.5727,0.4,0.9032,0.8057,0.6491,0.8,8,2024-09-27 03:17:48,0.0001,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.5896,0.6025,0.4286,0.8571,0.8728,0.631,-0.8,9,2024-09-27 03:17:56,0.0001,0.003,6.0,31.0,empty,
esm-t33-pretrained,4,0.5606,0.5425,0.3571,0.9259,0.8064,0.6557,-0.2,10,2024-09-27 03:18:06,0.0001,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6221,0.5922,0.4571,0.8889,0.8634,0.6557,0.2,11,2024-09-27 03:18:14,0.0001,0.003,6.0,32.0,empty,
esm-t33-pretrained,4,0.5385,0.5544,0.3571,0.8621,0.8412,0.6526,1.4,12,2024-09-27 03:18:28,0.0001,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6208,0.5644,0.4429,0.9118,0.84,0.6168,1.4,13,2024-09-27 03:18:40,0.0001,0.003,10.0,30.0,empty,
esm-t33-pretrained,4,0.5444,0.5747,0.5143,0.6316,0.8329,0.668,-3.8,14,2024-09-27 03:18:54,0.0001,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.5897,0.5913,0.4714,0.7857,0.8563,0.6142,0.4,15,2024-09-27 03:19:06,0.0001,0.003,10.0,31.0,empty,
esm-t33-pretrained,4,0.4286,0.5367,0.4714,0.4583,0.8261,0.6605,-4.6,16,2024-09-27 03:19:18,0.0001,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.597,0.5865,0.3714,1.0,0.8824,0.6331,2.0,17,2024-09-27 03:19:30,0.0001,0.003,10.0,32.0,empty,
esm-t33-pretrained,4,0.5256,0.5803,0.3429,0.8571,0.8565,0.6469,0.8,18,2024-09-27 03:19:37,0.0001,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,4,0.6174,0.597,0.4857,0.8293,0.8278,0.6224,0.6,19,2024-09-27 03:19:44,0.0001,0.005,4.0,30.0,empty,
